python
import json
import csv

# JSON data
json_data = '''
[
  {
    "artifact_name": "Celestine Prism",
    "discovery_year": 2241,
    "planet_of_origin": "Virella-9",
    "material": "Translucent Quartz",
    "estimated_value_millions": 3.2,
    "last_exhibition_date": "2424-11-17"
  },
  {
    "artifact_name": "Nebula Harp",
    "discovery_year": 2199,
    "planet_of_origin": "Orionis B",
    "material": "Stellar Alloy",
    "estimated_value_millions": 7.8,
    "last_exhibition_date": "2423-06-01"
  },
  {
    "artifact_name": "Graviton Mask",
    "discovery_year": 2307,
    "planet_of_origin": "Zyphera",
    "material": "Liquid Silver",
    "estimated_value_millions": 5.0,
    "last_exhibition_date": "2424-03-12"
  },
  {
    "artifact_name": "Aurora Codex",
    "discovery_year": 2250,
    "planet_of_origin": "Helion Prime",
    "material": "Bioluminescent Parchment",
    "estimated_value_millions": 11.5,
    "last_exhibition_date": "2422-09-30"
  },
  {
    "artifact_name": "Echo Sphere",
    "discovery_year": 2222,
    "planet_of_origin": "Krylos",
    "material": "Resonant Crystal",
    "estimated_value_millions": 4.6,
    "last_exhibition_date": "2424-01-05"
  },
  {
    "artifact_name": "Photon Dagger",
    "discovery_year": 2275,
    "planet_of_origin": "Asterion",
    "material": "Plasma Steel",
    "estimated_value_millions": 8.9,
    "last_exhibition_date": "2423-12-19"
  }
]
'''

# Parse JSON data
data = json.loads(json_data)

# Write to CSV
with open('artifacts.csv', 'w', newline='') as csvfile:
    fieldnames = data[0].keys()
    writer = csv.DictWriter(csvfile, fieldnames=fieldnames)

    writer.writeheader()
    for item in data:
        writer.writerow(item)
