python
import csv
import json

# JSON data
json_data = '''
[
  {
    "PlanetName": "Zyphora",
    "DiscoveryYear": 2187,
    "AtmosphereType": "Methane-rich",
    "DistanceFromEarth_ly": 41.2,
    "HasRings": true,
    "FirstContactDate": "2251-03-12"
  },
  {
    "PlanetName": "Orbis-9",
    "DiscoveryYear": 2192,
    "AtmosphereType": "Oxygen-Nitrogen",
    "DistanceFromEarth_ly": 88.7,
    "HasRings": false,
    "FirstContactDate": "2300-07-19"
  },
  {
    "PlanetName": "Virellia",
    "DiscoveryYear": 2175,
    "AtmosphereType": "Hydrogen-Helium",
    "DistanceFromEarth_ly": 150.3,
    "HasRings": true,
    "FirstContactDate": "2290-11-04"
  },
  {
    "PlanetName": "Quintessa",
    "DiscoveryYear": 2201,
    "AtmosphereType": "Carbon Dioxide",
    "DistanceFromEarth_ly": 62.5,
    "HasRings": false,
    "FirstContactDate": "2275-05-23"
  },
  {
    "PlanetName": "Elystron",
    "DiscoveryYear": 2210,
    "AtmosphereType": "Sulfuric Acid",
    "DistanceFromEarth_ly": 134.8,
    "HasRings": true,
    "FirstContactDate": "2312-02-28"
  }
]
'''

# Parse JSON data
data = json.loads(json_data)

# Write to CSV
with open('planets.csv', 'w', newline='') as file:
    writer = csv.DictWriter(file, fieldnames=data[0].keys())
    writer.writeheader()
    for row in data:
        writer.writerow(row)

print("CSV file 'planets.csv' has been created.")
