python
import json
import csv

# JSON data
json_data = '''
[
  {
    "CreatureName": "Glimmerfox",
    "Habitat": "Crystal Forest",
    "NumberOfLegs": 4,
    "DietType": "Omnivore",
    "DiscoveryDate": "2012-04-18",
    "AverageLifespanYears": 12
  },
  {
    "CreatureName": "Whistling Moth",
    "Habitat": "Echo Caves",
    "NumberOfLegs": 6,
    "DietType": "Herbivore",
    "DiscoveryDate": "2009-09-07",
    "AverageLifespanYears": 3
  },
  {
    "CreatureName": "Lumipede",
    "Habitat": "Glow Marsh",
    "NumberOfLegs": 16,
    "DietType": "Detritivore",
    "DiscoveryDate": "2015-11-23",
    "AverageLifespanYears": 5
  },
  {
    "CreatureName": "Pebbleback",
    "Habitat": "Stony Plains",
    "NumberOfLegs": 8,
    "DietType": "Carnivore",
    "DiscoveryDate": "2018-03-14",
    "AverageLifespanYears": 20
  },
  {
    "CreatureName": "Sky Slink",
    "Habitat": "Floating Isles",
    "NumberOfLegs": 0,
    "DietType": "Frugivore",
    "DiscoveryDate": "2011-07-29",
    "AverageLifespanYears": 7
  },
  {
    "CreatureName": "Moss Antler",
    "Habitat": "Verdant Hollows",
    "NumberOfLegs": 4,
    "DietType": "Herbivore",
    "DiscoveryDate": "2017-02-05",
    "AverageLifespanYears": 15
  }
]
'''

# Parse JSON data
data = json.loads(json_data)

# Write to CSV
with open('creatures.csv', 'w', newline='') as file:
    writer = csv.DictWriter(file, fieldnames=data[0].keys())
    writer.writeheader()
    for row in data:
        writer.writerow(row)

print("CSV file 'creatures.csv' has been created.")
