python
import json
import csv

# JSON data
json_data = '''
{
  "alien_artifacts": [
    {
      "artifact_id": "ZX-1021",
      "discovery_date": "2123-07-15",
      "material": "crystaline alloy",
      "estimated_age_years": 4500,
      "planet_of_origin": "Xelthar",
      "is_sentient": false,
      "museum_display_name": "The Singing Prism"
    },
    {
      "artifact_id": "QK-4408",
      "discovery_date": "2119-03-03",
      "material": "liquid metal",
      "estimated_age_years": 12000,
      "planet_of_origin": "Vornax",
      "is_sentient": true,
      "museum_display_name": "Vornaxian Shifter"
    },
    {
      "artifact_id": "LM-3007",
      "discovery_date": "2130-12-22",
      "material": "holographic fiber",
      "estimated_age_years": 1500,
      "planet_of_origin": "Mira Prime",
      "is_sentient": false,
      "museum_display_name": "Fiber Relic"
    },
    {
      "artifact_id": "TR-8822",
      "discovery_date": "2125-05-19",
      "material": "organic quartz",
      "estimated_age_years": 8000,
      "planet_of_origin": "Rylos",
      "is_sentient": true,
      "museum_display_name": "Rylos Heartstone"
    },
    {
      "artifact_id": "GH-2140",
      "discovery_date": "2118-09-01",
      "material": "ferrous gas",
      "estimated_age_years": 2300,
      "planet_of_origin": "Helion",
      "is_sentient": false,
      "museum_display_name": "Helion Vapor Core"
    }
  ]
}
'''

# Parse JSON data
data = json.loads(json_data)

# Extract headers from the first dictionary in the list
headers = data['alien_artifacts'][0].keys()

# Write to CSV
with open('alien_artifacts.csv', 'w', newline='') as file:
    writer = csv.DictWriter(file, fieldnames=headers)
    writer.writeheader()
    for artifact in data['alien_artifacts']:
        writer.writerow(artifact)

print("CSV file has been created successfully.")
