python
import json
import csv

# JSON data
json_data = '''
[
  {
    "ShipName": "Nebula Whisper",
    "Captain": "Lira Voss",
    "LaunchDate": "2332-04-18",
    "CrewSize": 42,
    "PrimaryCargo": "Quantum Seeds",
    "WarpSpeed": 5.7,
    "IsCloaked": false
  },
  {
    "ShipName": "Stellar Finch",
    "Captain": "Daxon Reel",
    "LaunchDate": "2335-09-02",
    "CrewSize": 38,
    "PrimaryCargo": "Plasma Artifacts",
    "WarpSpeed": 6.1,
    "IsCloaked": true
  },
  {
    "ShipName": "Gossamer Kite",
    "Captain": "Mira Chen",
    "LaunchDate": "2331-12-11",
    "CrewSize": 29,
    "PrimaryCargo": "Alien Flora",
    "WarpSpeed": 5.3,
    "IsCloaked": false
  },
  {
    "ShipName": "Aurora Myth",
    "Captain": "Jax Renner",
    "LaunchDate": "2334-06-25",
    "CrewSize": 47,
    "PrimaryCargo": "Dark Matter Samples",
    "WarpSpeed": 7.0,
    "IsCloaked": true
  },
  {
    "ShipName": "Celestial Loom",
    "Captain": "Etta Solis",
    "LaunchDate": "2333-02-19",
    "CrewSize": 35,
    "PrimaryCargo": "Nano Spiders",
    "WarpSpeed": 5.9,
    "IsCloaked": false
  }
]
'''

# Parse JSON data
data = json.loads(json_data)

# Write to CSV
with open('ships.csv', 'w', newline='') as file:
    writer = csv.DictWriter(file, fieldnames=data[0].keys())
    writer.writeheader()
    writer.writerows(data)
