
import pandas as pd

def generate_catalog_entry(description):
    # Extracting the required information from the description
    artifact_id = "M" + description["artifact_id"]
    artifact_name = description["artifact_name"]
    origin_country = description["origin_country"]
    origin_city = description["origin_city"]
    creation_year = description["creation_year"]
    material = description["material"]
    current_location = description["current_location"]
    display_room = description["display_room"]
    display_case = description["display_case"]
    dimensions_height_cm = description["dimensions_height_cm"]
    dimensions_width_cm = description["dimensions_width_cm"]
    dimensions_depth_cm = description["dimensions_depth_cm"]
    acquisition_date = description["acquisition_date"]
    conservation_status = description["conservation_status"]
    previous_owners = description["previous_owners"]

    # Creating a dictionary with the artifact information
    artifact_info = {
        "artifact_id": artifact_id,
        "artifact_name": artifact_name,
        "origin_country": origin_country,
        "origin_city": origin_city,
        "creation_year": creation_year,
        "material": material,
        "current_location": current_location,
        "display_room": display_room,
        "display_case": display_case,
        "dimensions_height_cm": dimensions_height_cm,
        "dimensions_width_cm": dimensions_width_cm,
        "dimensions_depth_cm": dimensions_depth_cm,
        "acquisition_date": acquisition_date,
        "conservation_status": conservation_status,
        "previous_owners": previous_owners
    }

    # Creating a DataFrame from the artifact information
    catalog_entry = pd.DataFrame(artifact_info, index=[0])

    # Returning the catalog entry as a CSV string
    return catalog_entry.to_csv(index=False)

# Example usage
description = {
    "artifact_id": "12345",
    "artifact_name": "Statue of Liberty",
    "origin_country": "USA",
    "origin_city": "New York",
    "creation_year": 1886,
    "material": "Bronze",
    "current_location": "Liberty Island, New York",
    "display_room": "1",
    "display_case": "1",
    "dimensions_height_cm": 93,
    "dimensions_width_cm": 222,
    "dimensions_depth_cm": 222,
    "acquisition_date": "1886-10-28",
    "conservation_status": "Excellent",
    "previous_owners": ""
}

print(generate_catalog_entry(description))
