
import pandas as pd
import json

data = '''[
  {
    "planet_name": "Zyphora",
    "gravity_g": 2.5,
    "discovery_date": "2087-11-03",
    "dominant_element": "Argon",
    "rings": true,
    "distance_lightyears": 14.2
  },
  {
    "planet_name": "Virelia",
    "gravity_g": 0.8,
    "discovery_date": "2079-04-19",
    "dominant_element": "Neon",
    "rings": false,
    "distance_lightyears": 7.9
  },
  {
    "planet_name": "Kelmora",
    "gravity_g": 1.1,
    "discovery_date": "2095-02-22",
    "dominant_element": "Hydrogen",
    "rings": true,
    "distance_lightyears": 25.6
  },
  {
    "planet_name": "Orbis",
    "gravity_g": 3.3,
    "discovery_date": "2101-12-15",
    "dominant_element": "Methane",
    "rings": false,
    "distance_lightyears": 18.4
  },
  {
    "planet_name": "Tessara",
    "gravity_g": 1.7,
    "discovery_date": "2082-07-08",
    "dominant_element": "Oxygen",
    "rings": true,
    "distance_lightyears": 11.3
  },
  {
    "planet_name": "Quintis",
    "gravity_g": 0.6,
    "discovery_date": "2075-09-27",
    "dominant_element": "Helium",
    "rings": false,
    "distance_lightyears": 4.8
  }
]'''

# Load JSON data
data = json.loads(data)

# Create DataFrame
df = pd.DataFrame(data)

# Convert DataFrame to CSV
df.to_csv('planets.csv', index=False)
