
import csv
from uuid import uuid4

class Artifact:
    def __init__(self, name, type, site, country, year, age, material, location, height, width, depth, condition, culture, features):
        self.artifact_id = str(uuid4())
        self.artifact_name = name
        self.artifact_type = type
        self.discovery_site = site
        self.discovery_country = country
        self.discovery_year = year
        self.estimated_age_years = age
        self.material = material
        self.current_location = location
        self.dimensions_height_cm = height
        self.dimensions_width_cm = width
        self.dimensions_depth_cm = depth
        self.condition_status = condition
        self.associated_culture = culture
        self.notable_features = features

    def to_csv_row(self):
        return (
            self.artifact_id,
            self.artifact_name,
            self.artifact_type,
            self.discovery_site,
            self.discovery_country,
            self.discovery_year,
            self.estimated_age_years,
            self.material,
            self.current_location,
            self.dimensions_height_cm,
            self.dimensions_width_cm,
            self.dimensions_depth_cm,
            self.condition_status,
            self.associated_culture,
            self.notable_features
        )

def write_artifacts_to_csv(artifacts, filename):
    with open(filename, 'w', newline='') as csvfile:
        fieldnames = [
            'artifact_id',
            'artifact_name',
            'artifact_type',
            'discovery_site',
            'discovery_country',
            'discovery_year',
            'estimated_age_years',
            'material',
            'current_location',
            'dimensions_height_cm',
            'dimensions_width_cm',
            'dimensions_depth_cm',
            'condition_status',
            'associated_culture',
            'notable_features'
        ]
        writer = csv.writer(csvfile)
        writer.writerow(fieldnames)
        for artifact in artifacts:
            writer.writerow(artifact.to_csv_row())

# Example usage:
artifacts = [
    Artifact(
        'Vase of the Gods',
        'vase',
        'Tomb of the Pharaoh',
        'Egypt',
        1350,
        3000,
        'clay',
        'Egyptian Museum',
        50,
        20,
        10,
        'intact',
        'Ancient Egyptian',
        'Decorated with hieroglyphics'
    ),
    Artifact(
        'Statue of the King',
        'statue',
        'Temple of the Gods',
        'Greece',
        500,
        2500,
        'marble',
        'Acropolis Museum',
        100,
        50,
        20,
        'restored',
        'Ancient Greek',
        'Decorated with intricate carvings'
    )
]

write_artifacts_to_csv(artifacts, 'artifacts.csv')
