
import csv
import uuid

species = [
    {
        "species_id": str(uuid.uuid4()),
        "species_name": "Zorvath",
        "classification": "Reptilian",
        "average_weight_kg": 120.5,
        "average_lifespan_years": 150,
        "planet_of_origin": "Xeridia",
        "primary_color": "Dark Green",
        "diet_type": "Carnivore",
        "habitat_type": "Desert",
        "notable_ability": "Regenerative Skin",
        "intelligence_rating": 8,
        "social_structure": "Matriarchal",
        "communication_method": "Telepathy",
        "number_of_limbs": 4,
        "endangered_status": "No"
    },
    {
        "species_id": str(uuid.uuid4()),
        "species_name": "N'Tari",
        "classification": "Mammalian",
        "average_weight_kg": 35.2,
        "average_lifespan_years": 80,
        "planet_of_origin": "N'Terra",
        "primary_color": "Blue",
        "diet_type": "Herbivore",
        "habitat_type": "Forest",
        "notable_ability": "Bioluminescent Markings",
        "intelligence_rating": 6,
        "social_structure": "Communal",
        "communication_method": "Vocalizations",
        "number_of_limbs": 2,
        "endangered_status": "Yes"
    },
    {
        "species_id": str(uuid.uuid4()),
        "species_name": "Kraelion",
        "classification": "Insectoid",
        "average_weight_kg": 0.5,
        "average_lifespan_years": 20,
        "planet_of_origin": "Krael",
        "primary_color": "Red",
        "diet_type": "Omnivore",
        "habitat_type": "Swamp",
        "notable_ability": "Enhanced Strength",
        "intelligence_rating": 4,
        "social_structure": "Colony",
        "communication_method": "Chemical Signals",
        "number_of_limbs": 6,
        "endangered_status": "No"
    }
]

with open('alien_species.csv', 'w', newline='') as csvfile:
    fieldnames = ["species_id", "species_name", "classification", "average_weight_kg", "average_lifespan_years", "planet_of_origin", "primary_color", "diet_type", "habitat_type", "notable_ability", "intelligence_rating", "social_structure", "communication_method", "number_of_limbs", "endangered_status"]
    writer = csv.DictWriter(csvfile, fieldnames=fieldnames)

    writer.writeheader()
    for species_data in species:
        writer.writerow(species_data)
