
import pandas as pd

data = [
  {
    "PlanetName": "Zyphora",
    "DiscoveryYear": 2087,
    "DistanceFromEarth_ly": 54.3,
    "SurfaceTemperature_K": 210,
    "HasRings": True,
    "PrimaryElement": "Methane"
  },
  {
    "PlanetName": "Kronis",
    "DiscoveryYear": 2121,
    "DistanceFromEarth_ly": 112.8,
    "SurfaceTemperature_K": 390,
    "HasRings": False,
    "PrimaryElement": "Silicon"
  },
  {
    "PlanetName": "Virelia",
    "DiscoveryYear": 2099,
    "DistanceFromEarth_ly": 76.2,
    "SurfaceTemperature_K": 150,
    "HasRings": True,
    "PrimaryElement": "Ammonia"
  },
  {
    "PlanetName": "Drithon",
    "DiscoveryYear": 2104,
    "DistanceFromEarth_ly": 201.5,
    "SurfaceTemperature_K": 320,
    "HasRings": False,
    "PrimaryElement": "Hydrogen"
  },
  {
    "PlanetName": "Elyssia",
    "DiscoveryYear": 2110,
    "DistanceFromEarth_ly": 88.7,
    "SurfaceTemperature_K": 275,
    "HasRings": True,
    "PrimaryElement": "Oxygen"
  }
]

df = pd.DataFrame(data)

df.to_csv('planets.csv', index=False)
