
import csv
import json

data = '''
{
  "exoplanets": [
    {
      "planet_name": "Zyphora-7",
      "distance_light_years": 412.5,
      "discovered_by": "Dr. Lian Wu",
      "discovery_date": "2018-03-14",
      "number_of_moons": 2,
      "atmosphere_composition": "Hydrogen, Helium"
    },
    {
      "planet_name": "Garnet Prime",
      "distance_light_years": 1020.8,
      "discovered_by": "Prof. Anya Koval",
      "discovery_date": "2020-11-02",
      "number_of_moons": 5,
      "atmosphere_composition": "Methane, Neon"
    },
    {
      "planet_name": "Vesperine",
      "distance_light_years": 298.3,
      "discovered_by": "Dr. Omar Sethi",
      "discovery_date": "2015-07-22",
      "number_of_moons": 1,
      "atmosphere_composition": "Nitrogen, Oxygen"
    },
    {
      "planet_name": "Coralis-IX",
      "distance_light_years": 876.9,
      "discovered_by": "Elena Rodriguez",
      "discovery_date": "2022-04-30",
      "number_of_moons": 4,
      "atmosphere_composition": "Ammonia, Argon"
    },
    {
      "planet_name": "Tundara",
      "distance_light_years": 1340.2,
      "discovered_by": "Prof. Mikhail Petrov",
      "discovery_date": "2019-09-18",
      "number_of_moons": 3,
      "atmosphere_composition": "Carbon Dioxide, Krypton"
    }
  ]
}
'''

data = json.loads(data)
with open('exoplanets.csv', 'w', newline='') as csvfile:
    fieldnames = ['planet_name', 'distance_light_years', 'discovered_by', 'discovery_date', 'number_of_moons', 'atmosphere_composition']
    writer = csv.DictWriter(csvfile, fieldnames=fieldnames)

    writer.writeheader()
    for exoplanet in data['exoplanets']:
        writer.writerow({
            'planet_name': exoplanet['planet_name'],
            'distance_light_years': exoplanet['distance_light_years'],
            'discovered_by': exoplanet['discovered_by'],
            'discovery_date': exoplanet['discovery_date'],
            'number_of_moons': exoplanet['number_of_moons'],
            'atmosphere_composition': exoplanet['atmosphere_composition']
        })
