
import pandas as pd
import json

data = '''[
  {
    "ArtifactID": "AX-101",
    "DiscoverySite": "Cydonia Dunes",
    "Material": "Martian Basalt",
    "EstimatedAgeYears": 1200000,
    "DiscoveryDate": "2079-04-18",
    "PreservationStatus": "Intact"
  },
  {
    "ArtifactID": "BX-204",
    "DiscoverySite": "Olympus Mons Base",
    "Material": "Alloy Composite",
    "EstimatedAgeYears": 850000,
    "DiscoveryDate": "2081-11-02",
    "PreservationStatus": "Fragmented"
  },
  {
    "ArtifactID": "CR-309",
    "DiscoverySite": "Valles Marineris",
    "Material": "Obsidian Glass",
    "EstimatedAgeYears": 2000000,
    "DiscoveryDate": "2080-07-27",
    "PreservationStatus": "Restored"
  },
  {
    "ArtifactID": "DL-412",
    "DiscoverySite": "Gale Crater",
    "Material": "Ceramic",
    "EstimatedAgeYears": 950000,
    "DiscoveryDate": "2078-12-13",
    "PreservationStatus": "Intact"
  },
  {
    "ArtifactID": "EM-517",
    "DiscoverySite": "Elysium Planitia",
    "Material": "Unknown Polymer",
    "EstimatedAgeYears": 1750000,
    "DiscoveryDate": "2082-03-21",
    "PreservationStatus": "Partial"
  },
  {
    "ArtifactID": "FN-620",
    "DiscoverySite": "Utopia Planitia",
    "Material": "Redstone",
    "EstimatedAgeYears": 1320000,
    "DiscoveryDate": "2083-09-05",
    "PreservationStatus": "Degraded"
  }
]'''

df = pd.json_normalize(json.loads(data))
df.to_csv('output.csv', index=False)
